Date,Volume
2014-06-11,4918100.0
2014-06-10,4249500.0
2014-06-09,3718600.0
2014-06-06,4460300.0
2014-06-05,5666400.0
2014-06-04,4961600.0
2014-06-03,5477700.0
2014-06-02,6817700.0
2014-05-30,4528000.0
2014-05-29,4408900.0
2014-05-28,4002200.0
2014-05-27,4760600.0
2014-05-23,5003100.0
2014-05-22,5265900.0
2014-05-21,6693900.0
2014-05-20,15432200.0
2014-05-19,7733800.0
2014-05-16,7039400.0
2014-05-15,6304700.0
2014-05-14,6870000.0
2014-05-13,5455500.0
2014-05-12,4324200.0
2014-05-09,4345800.0
2014-05-08,5485100.0
2014-05-07,5378600.0
2014-05-06,6475800.0
2014-05-05,3521000.0
2014-05-02,3738400.0
2014-05-01,3936700.0
2014-04-30,8524700.0
2014-04-29,5146500.0
2014-04-28,14562400.0
2014-04-25,6381400.0
2014-04-24,7271600.0
2014-04-23,7497000.0
2014-04-22,11188400.0
2014-04-21,6253300.0
2014-04-17,6875600.0
2014-04-16,6104700.0
2014-04-15,7022900.0
2014-04-14,8677200.0
2014-04-11,8399100.0
2014-04-10,6201500.0
2014-04-09,8027600.0
2014-04-08,7371000.0
2014-04-07,11121300.0
2014-04-04,6422000.0
2014-04-03,5505400.0
2014-04-02,6611700.0
2014-04-01,6697600.0
2014-03-31,5736200.0
2014-03-28,5132700.0
2014-03-27,5803300.0
2014-03-26,6364600.0
2014-03-25,5375500.0
2014-03-24,7574200.0
2014-03-21,10086100.0
2014-03-20,5097800.0
2014-03-19,6568400.0
2014-03-18,5032600.0
2014-03-17,5547600.0
2014-03-14,6739000.0
2014-03-13,7665800.0
2014-03-12,7048700.0
2014-03-11,4667900.0
2014-03-10,4139000.0
2014-03-07,5287700.0
2014-03-06,6168400.0
2014-03-05,5069900.0
2014-03-04,6367600.0
2014-03-03,8359500.0
2014-02-28,7239600.0
2014-02-27,6040900.0
2014-02-26,9737800.0
2014-02-25,13421700.0
2014-02-24,11739500.0
2014-02-21,7764500.0
2014-02-20,5852200.0
2014-02-19,7767800.0
2014-02-18,4954700.0
2014-02-14,4752300.0
2014-02-13,6586900.0
2014-02-12,7345900.0
2014-02-11,6292900.0
2014-02-10,6343600.0
2014-02-07,6194200.0
2014-02-06,6107100.0
2014-02-05,10080300.0
2014-02-04,9573400.0
2014-02-03,9527000.0
2014-01-31,10592200.0
2014-01-30,6820900.0
2014-01-29,9195300.0
2014-01-28,10586500.0
2014-01-27,6591200.0
2014-01-24,7118300.0
2014-01-23,6387000.0
2014-01-22,5821600.0
2014-01-21,6932800.0
2014-01-17,6178000.0
2014-01-16,4871200.0
2014-01-15,5196800.0
2014-01-14,5217300.0
2014-01-13,6952400.0
2014-01-10,4981000.0
2014-01-09,4966000.0
2014-01-08,4662300.0
2014-01-07,4630900.0
2014-01-06,11188800.0
2014-01-03,3897900.0
2014-01-02,4253400.0
2013-12-31,4493600.0
2013-12-30,3526400.0
2013-12-27,3961900.0
2013-12-26,3848800.0
2013-12-24,1819800.0
2013-12-23,3941300.0
2013-12-20,11232900.0
2013-12-19,6620800.0
2013-12-18,8170300.0
2013-12-17,6226000.0
2013-12-16,7099700.0
2013-12-13,6027100.0
2013-12-12,8535200.0
2013-12-11,7834500.0
2013-12-10,7448400.0
2013-12-09,5799800.0
2013-12-06,5094600.0
2013-12-05,6264900.0
2013-12-04,7148800.0
2013-12-03,7276900.0
2013-12-02,5915600.0
2013-11-29,3372600.0
2013-11-27,5450000.0
2013-11-26,9360700.0
2013-11-25,5496100.0
2013-11-22,7786200.0
2013-11-21,5618600.0
2013-11-20,7236900.0
2013-11-19,12236700.0
2013-11-18,8613000.0
2013-11-15,10414800.0
2013-11-14,6843800.0
2013-11-13,7064700.0
2013-11-12,6629200.0
2013-11-11,5774000.0
2013-11-08,9229700.0
2013-11-07,5424600.0
2013-11-06,5059600.0
2013-11-05,6035300.0
2013-11-04,3906500.0
2013-11-01,7178300.0
2013-10-31,7577600.0
2013-10-30,7251900.0
2013-10-29,7248000.0
2013-10-28,7728100.0
2013-10-25,5944200.0
2013-10-24,7927400.0
2013-10-23,5526100.0
2013-10-22,6867000.0
2013-10-21,7578700.0
2013-10-18,14334800.0
2013-10-17,7176400.0
2013-10-16,12877900.0
2013-10-15,6645400.0
