Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-04-24,151.08,152.0601,150.85,151.89,5077174.0,0.0,1.0,137.3251370060882,138.21600520028773,137.11607702785545,138.0613917120382,5077174.0
2017-04-21,148.49,150.146,148.4,150.0,5019927.0,0.0,1.0,134.97093985990227,136.47617170317787,134.88913378146339,136.34346406482146,5019927.0
2017-04-20,147.66,149.05,147.44,148.72,3700195.0,0.0,1.0,134.21650602541024,135.47995545907762,134.01653561144852,135.179999838135,3700195.0
2017-04-19,147.93,148.4,147.02,147.22,3460975.0,0.0,1.0,134.46192426072693,134.88913378146339,133.63477391206703,133.81656519748677,3460975.0
2017-04-18,147.06,148.18,146.77,147.76,2969413.0,0.0,1.0,133.67113216915095,134.68916336750164,133.40753480529233,134.30740166812012,2969413.0
2017-04-17,145.9,147.31,145.76,147.31,3467650.0,0.0,1.0,132.61674271371635,133.89837127592565,132.4894888139225,133.89837127592565,3467650.0
2017-04-13,146.42,147.01,145.87,145.91,2346886.0,0.0,1.0,133.08940005580772,133.625684347796,132.5894740209034,132.6258322779873,2346886.0
2017-04-12,147.42,147.57,146.367,146.54,4445599.0,0.0,1.0,133.99835648290653,134.13469994697135,133.04122536517147,133.19847482705958,4445599.0
2017-04-11,147.91,148.65,147.1,148.2,2844794.0,0.0,1.0,134.44374513218494,135.11637288823806,133.7074904262349,134.7073424960436,2844794.0
2017-04-10,146.96,148.995,146.75,148.21,5044458.0,0.0,1.0,133.5802365264411,135.42996285558715,133.38935567675034,134.7164320603146,5044458.0
2017-04-07,147.1,147.8,146.9,147.13,2869120.0,0.0,1.0,133.7074904262349,134.3437599252041,133.52569914081516,133.73475911904788,2869120.0
2017-04-06,147.04,147.96,147.0,147.24,2699679.0,0.0,1.0,133.652953040609,134.48919295353988,133.61659478352504,133.83474432602875,2699679.0
2017-04-05,146.63,148.44,146.58,146.64,3390363.0,0.0,1.0,133.28028090549847,134.9254920385473,133.23483308414353,133.28937046976944,3390363.0
2017-04-04,146.5,146.9,146.05,146.34,3124200.0,0.0,1.0,133.16211656997564,133.52569914081516,132.75308617778117,133.01668354163982,3124200.0
2017-04-03,146.94,147.2005,146.09,146.62,3775283.0,0.0,1.0,133.5620573978991,133.79884054715836,132.78944443486512,133.27119134122748,3775283.0
2017-03-31,146.87,147.18,146.65,146.83,3248666.0,0.0,1.0,133.49843044800218,133.78020694040282,133.29846003404046,133.46207219091824,3248666.0
2017-03-30,146.72,147.38,146.43,146.95,2450781.0,0.0,1.0,133.36208698393736,133.96199822582258,133.0984896200787,133.57114696217008,2450781.0
2017-03-29,146.37,147.42,145.96,147.04,3729973.0,0.0,1.0,133.04395223445277,133.99835648290653,132.67128009934228,133.652953040609,3729973.0
2017-03-28,147.29,147.35,145.94,147.2,4635519.0,0.0,1.0,133.88019214738367,133.9347295330096,132.6531009708003,133.79838606894478,4635519.0
2017-03-27,147.07,147.68,146.26,146.87,2943006.0,0.0,1.0,133.68022173342194,134.23468515395223,132.9439670274719,133.49843044800218,2943006.0
2017-03-24,147.85,150.15,147.01,147.71,4735350.0,0.0,1.0,134.389207746559,136.47980752888628,133.625684347796,134.2619538467652,4735350.0
2017-03-23,147.28,148.41,147.03,147.99,3219352.0,0.0,1.0,133.8711025831127,134.89822334573435,133.643863476338,134.51646164635287,3219352.0
2017-03-22,146.73,147.93,146.06,147.36,3169038.0,0.0,1.0,133.37117654820835,134.46192426072693,132.76217574205216,133.94381909728062,3169038.0
2017-03-21,148.33,148.7,146.26,146.61,4530019.0,0.0,1.0,134.82550683156646,135.161820709593,132.9439670274719,133.2621017769565,4530019.0
2017-03-20,149.38,149.59,147.7,147.8,5906058.0,0.0,1.0,135.77991108002018,135.97079192971094,134.2528642824942,134.3437599252041,5906058.0
2017-03-17,149.4,149.99,148.13,149.6,9001961.0,0.0,1.0,135.79809020856217,136.3343745005505,134.6437155461467,135.97988149398194,9001961.0
2017-03-16,148.4,149.19,148.01,148.73,3544464.0,0.0,1.0,134.88913378146339,135.60720935887142,134.53464077489483,135.18908940240595,3544464.0
2017-03-15,147.35,148.38,146.76,147.95,3670513.0,0.0,1.0,133.9347295330096,134.8709546529214,133.3984452410213,134.4801033892689,3670513.0
2017-03-14,147.27,147.59,146.46,147.16,3272706.0,0.0,1.0,133.8620130188417,134.15287907551334,133.1257583128917,133.76202781186083,3272706.0
2017-03-13,147.33,147.67,146.5,147.43,2933276.0,0.0,1.0,133.91655040446764,134.22559558968123,133.16211656997564,134.00744604717752,2933276.0
2017-03-10,147.24,147.46,146.45,146.85,3122443.0,0.0,1.0,133.83474432602875,134.0347147399905,133.11666874862067,133.4802513194602,3122443.0
2017-03-09,147.08,147.16,146.53,146.62,3594694.0,0.0,1.0,133.68931129769294,133.76202781186083,133.1893852627886,133.27119134122748,3594694.0
2017-03-08,146.22,147.12,145.92,146.92,3614479.0,0.0,1.0,132.90760877038795,133.72566955477689,132.6349218422583,133.54387826935712,3614479.0
2017-03-07,146.33,146.95,145.83,146.02,3995889.0,0.89,1.0,133.00759397736886,133.57114696217008,132.55311576381945,132.72581748496822,3995889.0
2017-03-06,147.13,147.51,146.58,147.13,3998026.0,0.0,1.0,132.92457645200037,133.26788739505588,132.42767903442,132.92457645200037,3998026.0
2017-03-03,148.12,148.26,146.82,147.81,3413398.0,0.0,1.0,133.81899180364505,133.94547478266549,132.64450699845506,133.53892235009974,3413398.0
2017-03-02,147.08,148.23,146.3886,147.95,4053352.0,0.0,1.0,132.87940395949306,133.9183712871611,132.25475873310202,133.66540532912018,4053352.0
2017-03-01,146.72,147.6999,145.891,146.68,6213540.0,0.0,1.0,132.55416201344045,133.43945252159867,131.8052020876693,132.51802401943462,6213540.0
2017-02-28,144.98,145.63,144.465,144.91,4211949.0,0.0,1.0,130.9821592741862,131.56940167678115,130.51688260136092,130.91891778467595,4211949.0
2017-02-27,145.87,146.01,144.8,145.3,4388414.0,0.0,1.0,131.78622964081626,131.9127126198367,130.8195383011599,131.27126322623295,4388414.0
2017-02-24,144.65,146.0799,144.65,145.95,3516680.0,0.0,1.0,130.68402082363798,131.97586376436192,130.68402082363798,131.8585056288279,3516680.0
2017-02-23,146.11,146.33,144.51,144.71,4184046.0,0.0,1.0,132.00305760485134,132.20181657188348,130.55753784461749,130.73822781464673,4184046.0
2017-02-22,145.05,145.47,143.97,145.25,5037762.0,0.0,1.0,131.04540076369642,131.4248497007578,130.06967492553858,131.22609073372564,5037762.0
2017-02-21,145.6,145.65,143.25,145.02,9274668.0,0.0,1.0,131.54229818127678,131.5874706737841,129.41919103343338,131.01829726819204,9274668.0
2017-02-17,141.36,143.12,141.0,143.0,5105647.0,0.0,1.0,127.7116708166572,129.3017425529144,127.38642887060458,129.19332857089685,5105647.0
2017-02-16,142.39,142.985,140.9,141.54,4295811.0,0.0,1.0,128.64222416230768,129.17977682314466,127.29608388558997,127.87429178968348,4295811.0
2017-02-15,141.27,142.66,140.95,142.19,4343541.0,0.0,1.0,127.63036033014404,128.88615562184717,127.34125637809726,128.46153419227846,4343541.0
2017-02-14,139.95,141.365,139.34,141.36,4775167.0,0.0,1.0,126.43780652795112,127.71618806590793,125.886702119362,127.7116708166572,4775167.0
2017-02-13,140.48,140.65,139.05,139.87,2753068.0,0.0,1.0,126.91663494852858,127.07022142305344,125.62470166281963,126.36553053993946,2753068.0
2017-02-10,138.6,140.57,138.245,139.85,3296963.0,0.0,1.0,125.21814923025386,126.99794543504174,124.897424533452,126.34746154293653,3296963.0
2017-02-09,137.78,139.15,137.41,138.71,2931873.0,0.0,1.0,124.47732035313403,125.71504664783424,124.14304390857997,125.31752871376995,2931873.0
2017-02-08,136.89,137.91,136.82,137.88,2882742.0,0.0,1.0,123.67324998650396,124.59476883365303,123.61000849699374,124.56766533814864,2882742.0
2017-02-07,137.16,137.7,136.33,136.65,3239029.0,0.0,1.0,123.91718144604343,124.40504436512234,123.16731807042216,123.45642202246891,3239029.0
2017-02-06,137.43,137.9,136.45,136.49,3863165.0,0.0,1.0,124.1611129055829,124.58573433515157,123.27573205243966,123.31187004644553,3863165.0
2017-02-03,137.26,138.47,136.97,137.98,2653721.0,0.0,1.0,124.00752643105804,125.10070074973487,123.74552597451567,124.65801032316325,2653721.0
2017-02-02,137.47,137.55,136.56,136.95,2197649.0,0.0,1.0,124.19725089958874,124.26952688760043,123.37511153595575,123.72745697751273,2197649.0
2017-02-01,137.66,137.96,136.53,137.44,2968601.0,0.0,1.0,124.3689063711165,124.63994132616034,123.34800804045138,124.17014740408435,2968601.0
2017-01-31,137.63,138.615,136.85,137.58,3226774.0,0.0,1.0,124.34180287561212,125.23170097800606,123.63711199249813,124.29663038310483,3226774.0
2017-01-30,137.99,138.49,136.86,138.47,2704899.0,0.0,1.0,124.66704482166473,125.1187697467378,123.64614649099961,125.10070074973487,2704899.0
2017-01-27,138.8,138.83,137.7,138.33,3149024.0,0.0,1.0,125.3988392002831,125.42594269578748,124.40504436512234,124.97421777071442,3149024.0
2017-01-26,138.01,139.18,137.71,138.46,2931491.0,0.0,1.0,124.68511381866763,125.74215014333862,124.41407886362381,125.0916662512334,2931491.0
2017-01-25,138.45,139.37,137.43,137.48,3631714.0,0.0,1.0,125.08263175273193,125.91380561486639,124.1611129055829,124.20628539809019,3631714.0
2017-01-24,137.88,138.38,137.3,138.06,4055080.0,0.0,1.0,124.56766533814864,125.01939026322171,124.04366442506391,124.73028631117495,4055080.0
2017-01-23,135.31,138.27,135.0,138.07,7055951.0,0.0,1.0,122.2457992232731,124.92001077970565,121.96572976972779,124.73932080967641,7055951.0
2017-01-20,135.26,136.0,134.6,135.6,4853702.0,0.0,1.0,122.20062673076578,122.86917961987392,121.60434982966933,122.50779967981546,4853702.0
2017-01-19,136.0,136.78,134.93,135.39,5078666.0,0.0,1.0,122.86917961987392,123.5738705029879,121.90248828021757,122.31807521128476,5078666.0
2017-01-18,135.9,136.295,134.92,136.16,3869678.0,0.0,1.0,122.77883463485931,123.13569732566702,121.89345378171609,123.0137315958973,3869678.0
2017-01-17,135.09,136.48,134.76,135.93,3976936.0,0.0,1.0,122.04704025624095,123.30283554794406,121.74890180569271,122.8059381303637,3976936.0
2017-01-13,134.92,135.75,134.76,135.04,3117703.0,0.0,1.0,121.89345378171609,122.64331715733739,121.74890180569271,122.00186776373363,3117703.0
2017-01-12,135.51,135.53,133.94,135.07,3600181.0,0.0,1.0,122.4264891933023,122.44455819030524,121.00807292857289,122.028971259238,3600181.0
2017-01-11,136.1,136.385,134.74,135.7,4643728.0,0.0,1.0,122.95952460488853,123.21700781218017,121.7308328086898,122.59814466483007,4643728.0
2017-01-10,134.0,136.38,133.77,136.1,5928339.0,0.0,1.0,121.06227991958166,123.21249056292945,120.85448645404806,122.95952460488853,5928339.0
2017-01-09,133.22,134.76,133.14,134.31,4310227.0,0.0,1.0,120.35758903646767,121.74890180569271,120.28531304845598,121.34234937312696,4310227.0
2017-01-06,133.97,134.33,133.05,133.53,3827482.0,0.0,1.0,121.03517642407728,121.36041837012989,120.20400256194284,120.63765849001298,3827482.0
2017-01-05,134.98,135.46,133.7801,133.9,3821073.0,0.0,1.0,121.94766077272486,122.38131670079501,120.86361129753453,120.97193493456705,3821073.0
2017-01-04,134.34,135.94,134.21,135.5,4055284.0,0.0,1.0,121.36945286863134,122.81497262886515,121.25200438811235,122.41745469480085,4055284.0
2017-01-03,135.1,135.51,133.589,134.31,5300410.0,0.0,1.0,122.0560747547424,122.4264891933023,120.6909620311716,121.34234937312696,5300410.0
2016-12-30,135.64,135.82,133.83,134.08,4149140.0,0.0,1.0,122.5439376738213,122.70655864684761,120.90869344505683,121.13455590759335,4149140.0
2016-12-29,135.02,135.8499,134.63,135.1,2777885.0,0.0,1.0,121.98379876673071,122.73357179736698,121.63145332517372,122.0560747547424,2777885.0
2016-12-28,135.57,135.86,134.66,135.07,3369386.0,0.0,1.0,122.48069618431107,122.74269664085348,121.6585568206781,122.028971259238,3369386.0
2016-12-27,134.76,135.72,134.71,135.26,2254748.0,0.0,1.0,121.74890180569271,122.616213661833,121.70372931318542,122.20062673076578,2254748.0
2016-12-23,135.65,135.99,134.79,135.05,2337685.0,0.0,1.0,122.55297217232278,122.86014512137247,121.77600530119709,122.0109022622351,2337685.0
2016-12-22,136.25,137.0,135.18,135.43,4094496.0,0.0,1.0,123.09504208241046,123.77262947002005,122.1283507427541,122.35421320529063,4094496.0
2016-12-21,136.93,137.24,136.56,136.83,2705503.0,0.0,1.0,123.70938798050983,123.98945743405513,123.37511153595575,123.61904299549522,2705503.0
2016-12-20,135.65,137.24,135.43,137.11,4301529.0,0.0,1.0,122.55297217232278,123.98945743405513,122.35421320529063,123.87200895353614,4301529.0
2016-12-19,135.06,136.5,134.79,135.44,3463103.0,0.0,1.0,122.01993676073656,123.32090454494698,121.77600530119709,122.36324770379208,3463103.0
2016-12-16,136.11,136.61,135.05,135.11,9429194.0,0.0,1.0,122.96855910339,123.42028402846307,122.0109022622351,122.06510925324388,9429194.0
2016-12-15,136.51,137.325,135.77,135.84,5839829.0,0.0,1.0,123.32993904344843,124.06625067131753,122.66138615434032,122.72462764385054,5839829.0
2016-12-14,136.05,136.88,135.75,135.98,7033396.0,0.0,1.0,122.91435211238124,123.66421548800251,122.64331715733739,122.85111062287099,7033396.0
2016-12-13,134.55,136.89,134.55,136.54,6886268.0,0.0,1.0,121.55917733716204,123.67324998650396,121.55917733716204,123.35704253895283,6886268.0
2016-12-12,133.13,134.66,133.13,134.58,6276056.0,0.0,1.0,120.27627854995451,121.6585568206781,120.27627854995451,121.58628083266643,6276056.0
2016-12-09,132.51,133.4,131.1,133.39,5174577.0,0.0,1.0,119.71613964286391,120.52021000949398,118.44227535415787,120.5111755109925,5174577.0
2016-12-08,132.21,133.13,131.58,132.53,4975219.0,0.0,1.0,119.44510468782009,120.27627854995451,118.87593128222802,119.73420863986685,4975219.0
2016-12-07,128.75,133.06,128.75,132.46,6987286.0,0.0,1.0,116.31916820631447,120.2130370604443,116.31916820631447,119.67096715035662,6987286.0
2016-12-06,130.13,130.14,128.6775,128.74,4292631.0,0.0,1.0,117.56592899951612,117.57496349801758,116.25366809217888,116.31013370781301,4292631.0
2016-12-05,130.32,130.46,129.56,129.68,4065425.0,0.0,1.0,117.73758447104389,117.86406745006435,117.05096258493283,117.15937656695037,4065425.0
2016-12-02,129.04,130.615,128.91,129.87,3738323.0,0.0,1.0,116.58116866285684,118.00410217683701,116.46372018233784,117.33103203847814,3738323.0
2016-12-01,129.34,130.35,129.0,129.47,5398644.0,0.0,1.0,116.85220361790068,117.76468796654827,116.545030668851,116.96965209841969,5398644.0
2016-11-30,129.34,130.32,128.81,129.4,6972912.0,0.0,1.0,116.85220361790068,117.73758447104389,116.37337519732324,116.90641060890945,6972912.0
2016-11-29,130.35,130.78,129.25,129.62,4127022.0,0.69,1.0,117.76468796654827,118.15317140211111,116.77089313138754,117.1051695759416,4127022.0
2016-11-28,131.25,131.65,130.17,130.64,4858978.0,0.0,1.0,117.94991563841866,118.30938204798336,116.97935633259394,117.40172936383247,4858978.0
2016-11-25,131.86,132.135,131.07,131.57,2545977.0,0.0,1.0,118.49810191300485,118.74523506958056,117.78815575411454,118.23748876607041,2545977.0
2016-11-23,131.36,131.99,130.86,131.21,3610150.0,0.0,1.0,118.04876890104896,118.61492849611336,117.59943588909309,117.91396899746219,3610150.0
2016-11-22,128.38,131.3,128.38,130.98,5533566.0,0.0,1.0,115.3707441497919,117.99484893961426,115.3707441497919,117.70727581196248,5533566.0
2016-11-21,128.28,128.9,127.41,128.22,4072116.0,0.0,1.0,115.28087754740073,115.83805048222602,114.4990381065975,115.22695758596602,4072116.0
2016-11-18,128.93,129.36,127.72,128.33,4428888.0,0.0,1.0,115.86501046294337,116.25143685322544,114.77762457401013,115.32581084859633,4428888.0
2016-11-17,125.87,129.14,125.7,128.93,6801084.0,0.0,1.0,113.11509242977338,116.05373032796483,112.96231920570838,115.86501046294337,6801084.0
2016-11-16,123.6,125.7,123.28,125.33,9778412.0,0.0,1.0,111.07512055549368,112.96231920570838,110.78754742784193,112.62981277686103,9778412.0
2016-11-15,127.07,127.67,122.92,124.4,13445388.0,0.0,1.0,114.1934916584675,114.73269127281455,110.4640276592337,111.7940533746231,13445388.0
2016-11-14,130.5,130.64,126.94,127.67,11438461.0,0.0,1.0,117.27591612048484,117.40172936383247,114.07666507535896,114.73269127281455,11438461.0
2016-11-11,129.06,130.13,128.72,129.85,5496122.0,0.0,1.0,115.98183704605191,116.94340969163748,115.6762905979219,116.69178320494218,5496122.0
2016-11-10,126.72,130.1,126.51,129.03,8736976.0,0.0,1.0,113.87895855009837,116.91644971092013,113.69023868507692,115.95487706533454,8736976.0
2016-11-09,120.95,126.26,120.32,126.02,8052506.0,0.0,1.0,108.69365559212751,113.46557217909897,108.12749599706311,113.24989233336014,8052506.0
2016-11-08,123.95,125.42,123.6,124.25,6105468.0,0.0,1.0,111.3896536638628,112.7106927190131,111.07512055549368,111.65925347103632,6105468.0
2016-11-07,122.5,123.98,122.31,123.75,5510441.0,0.0,1.0,110.08658792919074,111.41661364458015,109.91584138464752,111.20992045908045,5510441.0
2016-11-04,120.54,121.9,120.06,120.91,4607562.0,0.0,1.0,108.3252025223237,109.5473883148437,107.89384283084605,108.65770895117105,4607562.0
2016-11-03,120.34,120.93,120.08,120.18,5113483.0,0.0,1.0,108.14546931754134,108.6756822716493,107.91181615132429,108.00168275371547,5113483.0
2016-11-02,119.93,121.29,119.82,120.29,4845459.0,0.0,1.0,107.77701624773752,108.99920204025752,107.67816298510722,108.10053601634576,4845459.0
2016-11-01,121.69,122.25,119.2,119.89,7492541.0,0.0,1.0,109.35866844982222,109.8619214232128,107.12099005028193,107.74106960678105,7492541.0
2016-10-31,123.35,123.5,121.62,122.01,5671525.0,0.0,1.0,110.85045404951573,110.98525395310251,109.2957618281484,109.64624157747399,5671525.0
2016-10-28,122.7,124.09,122.2065,123.58,4497717.0,0.0,1.0,110.26632113397311,111.51546690721045,109.82282945117265,111.05714723501545,4497717.0
2016-10-27,122.71,123.46,121.85,122.26,4261602.0,0.0,1.0,110.27530779421221,110.94930731214603,109.5024550136481,109.87090808345192,4261602.0
2016-10-26,122.83,123.75,122.4,122.71,5454160.0,0.0,1.0,110.38314771708163,111.20992045908045,109.99672132679957,110.27530779421221,5454160.0
2016-10-25,126.27,126.27,123.29,123.34,8731346.0,0.0,1.0,113.47455883933809,113.47455883933809,110.79653408808105,110.84146738927663,8731346.0
2016-10-24,127.23,128.14,127.23,127.78,3824719.0,0.0,1.0,114.33727822229338,115.15506430405307,114.33727822229338,114.83154453544485,3824719.0
2016-10-21,125.31,126.8,125.25,126.6,3234032.0,0.0,1.0,112.6118394563828,113.95085183201132,112.5579194949481,113.77111862722896,3234032.0
2016-10-20,125.95,127.08,125.57,126.25,3543223.0,0.0,1.0,113.18698571168633,114.20247831870661,112.84549262259985,113.45658551885985,3543223.0
2016-10-19,125.76,126.09,124.51,125.89,4095509.0,0.0,1.0,113.0162391671431,113.31279895503397,111.89290663725339,113.13306575025162,4095509.0
2016-10-18,126.15,126.25,125.15,125.74,3563302.0,0.0,1.0,113.36671891646868,113.45658551885985,112.46805289255693,112.99826584666485,3563302.0
2016-10-17,126.18,126.8,124.88,125.14,3753022.0,0.0,1.0,113.39367889718604,113.95085183201132,112.22541306610073,112.4590662323178,3753022.0
2016-10-14,126.9,127.56,126.42,126.42,4462055.0,0.0,1.0,114.0407184344025,114.63383801018426,113.60935874292485,113.60935874292485,4462055.0
2016-10-13,126.25,126.66,125.173,126.29,3655714.0,0.0,1.0,113.45658551885985,113.82503858866367,112.48872221110689,113.49253215981632,3655714.0
2016-10-12,125.85,127.16,125.71,126.69,3545888.0,0.0,1.0,113.09711910929514,114.27437160061955,112.9713058659475,113.85199856938102,3545888.0
2016-10-11,126.85,127.08,125.46,125.85,5113677.0,0.0,1.0,113.99578513320691,114.20247831870661,112.74663935996955,113.09711910929514,5113677.0
2016-10-10,128.45,128.94,127.25,127.25,4349741.0,0.0,1.0,115.43365077146572,115.87399712318249,114.35525154277161,114.35525154277161,4349741.0
2016-10-07,129.83,130.41,127.88,128.31,5500226.0,0.0,1.0,116.67380988446396,117.19503617833277,114.92141113783602,115.30783752811809,5500226.0
2016-10-06,126.87,130.45,126.43,130.19,7470705.0,0.0,1.0,114.01375845368514,117.23098281928924,113.61834540316397,116.99732965307219,7470705.0
2016-10-05,128.32,129.03,127.52,127.58,4115427.0,0.0,1.0,115.31682418835719,115.95487706533454,114.59789136922778,114.6518113306625,4115427.0
2016-10-04,128.53,129.92,127.95,128.2,4848592.0,0.0,1.0,115.50554405337867,116.754689826616,114.98431775950985,115.20898426548777,4848592.0
2016-10-03,128.2,128.82,127.97,128.5,3652705.0,0.0,1.0,115.20898426548777,115.76615720031307,115.00229107998808,115.47858407266132,3652705.0
2016-09-30,127.87,129.24,127.63,128.68,5694499.0,0.0,1.0,114.91242447759691,116.14359693035603,114.69674463185808,115.64034395696544,5694499.0
2016-09-29,128.5,130.74,127.91,127.93,5987412.0,0.0,1.0,115.47858407266132,117.49159596622367,114.94837111855337,114.96634443903162,5987412.0
2016-09-28,127.21,128.53,127.06,128.27,5746299.0,0.0,1.0,114.31930490181513,115.50554405337867,114.18450499822838,115.27189088716162,5746299.0
2016-09-27,125.8,126.99,125.36,126.82,4433646.0,0.0,1.0,113.05218580809955,114.12159837655454,112.65677275757838,113.96882515248954,4433646.0
2016-09-26,127.1,127.23,125.35,125.45,5337799.0,0.0,1.0,114.22045163918484,114.33727822229338,112.64778609733926,112.73765269973045,5337799.0
2016-09-23,128.63,129.2,127.79,127.79,4464250.0,0.0,1.0,115.59541065576984,116.10765028939954,114.84053119568397,114.84053119568397,4464250.0
2016-09-22,128.82,129.65,128.72,128.75,4099565.0,0.0,1.0,115.76615720031307,116.51205000015985,115.6762905979219,115.70325057863926,4099565.0
2016-09-21,127.52,128.59,126.55,128.11,5367370.0,0.0,1.0,114.59789136922778,115.55946401481337,113.72618532603337,115.12810432333573,5367370.0
2016-09-20,126.86,127.33,126.33,126.83,3626428.0,0.0,1.0,114.00477179344603,114.42714482468455,113.52847880077279,113.97781181272867,3626428.0
2016-09-19,126.68,127.37,126.17,126.29,4475328.0,0.0,1.0,113.84301190914192,114.46309146564103,113.38469223694692,113.49253215981632,4475328.0
2016-09-16,127.02,127.02,125.7,126.11,6940062.0,0.0,1.0,114.14855835727191,114.14855835727191,112.96231920570838,113.3307722755122,6940062.0
2016-09-15,125.97,127.635,125.71,126.96,5110447.0,0.0,1.0,113.20495903216455,114.70123796197764,112.9713058659475,114.0946383958372,5110447.0
2016-09-14,125.61,126.945,125.565,126.26,4313902.0,0.0,1.0,112.88143926355633,114.08115840547852,112.84099929248029,113.46557217909897,4313902.0
2016-09-13,127.74,128.0,125.43,125.72,6376284.0,0.0,1.0,114.79559789448837,115.02925106070543,112.71967937925221,112.98029252618662,6376284.0
2016-09-12,126.5,128.855,126.0,128.59,7882616.0,0.0,1.0,113.68125202483779,115.79761051114998,113.23191901288192,115.55946401481337,7882616.0
2016-09-09,130.64,130.89,127.73,127.74,6315009.0,0.0,1.0,117.40172936383247,117.62639586981041,114.78661123424926,114.79559789448837,6315009.0
2016-09-08,131.55,132.94,131.12,131.26,5019625.0,0.0,1.0,118.2195154455922,119.46866121882954,117.83308905531014,117.95890229865776,5019625.0
2016-09-07,133.3,133.87,132.16,132.79,4676049.0,0.0,1.0,119.79218098743777,120.30442062106748,118.76770172017835,119.33386131524276,4676049.0
2016-09-06,134.96,135.72,133.8814,134.1,4215934.0,0.0,1.0,121.2839665871313,121.96695276530423,120.31466541374007,120.51111380656717,4215934.0
2016-09-02,134.77,135.88,134.55,135.15,3402572.0,0.0,1.0,121.11322004258807,122.11073932913011,120.91551351732748,121.45471313167454,3402572.0
2016-09-01,134.48,135.06,133.66,134.23,3851836.0,0.0,1.0,120.85260689565364,121.37383318952247,120.115700756046,120.6279403896757,3851836.0
2016-08-31,133.89,134.68,133.6,134.12,4650586.0,0.0,1.0,120.3223939415457,121.032340100436,120.0617807946113,120.52908712704541,4650586.0
2016-08-30,134.8,135.05,133.63,134.1,3440422.0,0.69,1.0,121.14018002330542,121.36484652928335,120.08874077532865,120.51111380656717,3440422.0
2016-08-29,134.86,135.3,134.58,135.24,3227491.0,0.0,1.0,120.57369840458233,120.96708730639173,120.32336001252179,120.91344336523589,3227491.0
2016-08-26,135.43,136.18,133.92,134.36,4193411.0,0.0,1.0,121.08331584556268,121.75386511001054,119.73327665980767,120.12666556161709,4193411.0
2016-08-25,134.73,136.16,134.37,135.43,3168609.0,0.0,1.0,120.45746986541134,121.73598379629192,120.13560621847638,121.08331584556268,3168609.0
2016-08-24,135.77,136.25,134.81,135.06,4110279.0,0.0,1.0,121.38729817877905,121.81644970802566,120.52899512028578,120.75251154176841,4110279.0
2016-08-23,135.93,136.55,135.93,136.22,2959986.0,0.0,1.0,121.53034868852791,122.0846694138048,121.53034868852791,121.78962773744774,2959986.0
2016-08-22,135.6,135.85,135.02,135.34,2752526.0,0.0,1.0,121.23530701217085,121.45882343365346,120.71674891433119,121.00284993382894,2752526.0
2016-08-19,134.42,135.76,134.32,135.46,3959011.0,0.0,1.0,120.1803095027729,121.37835752191972,120.09090293417985,121.1101378161406,3959011.0
2016-08-18,136.03,136.15,134.44,134.8,4430783.0,0.0,1.0,121.61975525712096,121.72704313943261,120.19819081649152,120.52005446342649,4430783.0
2016-08-17,135.5,136.47,134.75,136.15,5222110.0,0.0,1.0,121.14590044357782,122.01314415893036,120.47535117912996,121.72704313943261,5222110.0
2016-08-16,137.65,138.65,135.66,136.23,7286139.0,0.0,1.0,123.06814166832831,123.96220735425878,121.28895095332668,121.79856839430704,7286139.0
2016-08-15,137.11,137.97,136.93,137.06,6327437.0,0.0,1.0,122.58534619792587,123.35424268782606,122.42441437445838,122.54064291362934,6327437.0
2016-08-12,136.0,137.39,135.6321,136.57,4089419.0,0.0,1.0,121.59293328654304,122.83568458998637,121.26400652068924,122.1025507275234,4089419.0
2016-08-11,136.31,137.5,135.17,137.04,4183308.0,0.0,1.0,121.87009364918148,122.93403181543874,120.85085876722074,122.52276159991072,4183308.0
2016-08-10,136.3,136.89,135.06,135.6,3438042.0,0.0,1.0,121.86115299232219,122.38865174702114,120.75251154176841,121.23530701217085,3438042.0
2016-08-09,136.27,137.09,135.34,136.11,3180435.0,0.0,1.0,121.83433102174428,122.56746488420725,121.00284993382894,121.6912805119954,3180435.0
2016-08-08,136.91,137.401,136.16,136.21,3182761.0,0.0,1.0,122.40653306073976,122.84551931253164,121.73598379629192,121.78068708058845,3182761.0
2016-08-05,137.0,137.74,136.6,136.91,3022121.0,0.0,1.0,122.4869989724735,123.14860758006206,122.12937269810132,122.40653306073976,3022121.0
2016-08-04,135.79,137.2,135.46,136.05,3802914.0,0.0,1.0,121.40517949249764,122.66581210965958,121.1101378161406,121.63763657083958,3802914.0
2016-08-03,137.13,137.22,135.7,137.06,3642635.0,0.0,1.0,122.60322751164446,122.6836934233782,121.3247135807639,122.54064291362934,3642635.0
2016-08-02,138.91,139.0,136.82,137.22,3898130.0,0.0,1.0,124.19466443260069,124.27513034433443,122.32606714900602,122.6836934233782,3898130.0
2016-08-01,138.06,138.94,137.85,138.77,3157471.0,0.0,1.0,123.4347085995598,124.2214864031786,123.24695480551439,124.06949523657043,3157471.0
2016-07-29,137.46,138.72,137.44,138.24,3662531.0,0.0,1.0,122.89826918800152,124.0247919522739,122.8803878742829,123.59564042302729,3662531.0
